,Unnamed: 0,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Time,season,Attendance
452,452,E0,07/05/94,Blackburn,Ipswich,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
453,453,E0,07/05/94,Chelsea,Sheffield United,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
454,454,E0,07/05/94,Everton,Wimbledon,3,2,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
455,455,E0,07/05/94,Newcastle,Arsenal,2,0,H,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
456,456,E0,07/05/94,Norwich,Oldham,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
457,457,E0,07/05/94,Sheffield Weds,Man City,1,1,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
458,458,E0,07/05/94,Swindon,Leeds,0,5,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
459,459,E0,07/05/94,Tottenham,QPR,1,2,A,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
460,460,E0,07/05/94,West Ham,Southampton,3,3,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
461,461,E0,08/05/94,Man United,Coventry,0,0,D,,,,,,,,,,,,,,,,,,,,,,S_1993_1994,
