,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
0,D1,19/08/94,Leverkusen,Kaiserslautern,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
1,D1,19/08/94,Schalke 04,M'gladbach,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
2,D1,19/08/94,Stuttgart,Hamburg,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
3,D1,20/08/94,Bayern Munich,Bochum,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
4,D1,20/08/94,Dortmund,Munich 1860,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
5,D1,20/08/94,Dresden,Werder Bremen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
6,D1,20/08/94,Ein Frankfurt,FC Koln,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
7,D1,20/08/94,Karlsruhe,Freiburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
8,D1,20/08/94,Uerdingen,Duisburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
9,D1,23/08/94,Bochum,Dresden,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
10,D1,23/08/94,FC Koln,Dortmund,1.0,6.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
11,D1,23/08/94,Freiburg,Bayern Munich,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
12,D1,23/08/94,Kaiserslautern,Ein Frankfurt,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
13,D1,23/08/94,Munich 1860,Stuttgart,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
14,D1,24/08/94,Duisburg,Schalke 04,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
15,D1,24/08/94,Hamburg,Uerdingen,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
16,D1,24/08/94,M'gladbach,Karlsruhe,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
17,D1,24/08/94,Werder Bremen,Leverkusen,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
18,D1,26/08/94,Dortmund,Kaiserslautern,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
19,D1,26/08/94,Dresden,Freiburg,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
20,D1,27/08/94,Bayern Munich,M'gladbach,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
21,D1,27/08/94,Karlsruhe,Duisburg,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
22,D1,27/08/94,Schalke 04,Hamburg,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
23,D1,27/08/94,Stuttgart,FC Koln,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
24,D1,27/08/94,Uerdingen,Munich 1860,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
25,D1,27/08/94,Werder Bremen,Bochum,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
26,D1,28/08/94,Leverkusen,Ein Frankfurt,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
27,D1,02/09/94,Duisburg,Bayern Munich,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
28,D1,02/09/94,Freiburg,Werder Bremen,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
29,D1,02/09/94,M'gladbach,Dresden,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
30,D1,03/09/94,Bochum,Leverkusen,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
31,D1,03/09/94,Ein Frankfurt,Dortmund,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
32,D1,03/09/94,FC Koln,Uerdingen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
33,D1,03/09/94,Hamburg,Karlsruhe,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
34,D1,03/09/94,Kaiserslautern,Stuttgart,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
35,D1,03/09/94,Munich 1860,Schalke 04,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
36,D1,17/09/94,Bayern Munich,Hamburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
37,D1,17/09/94,Bochum,Freiburg,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
38,D1,17/09/94,Dresden,Duisburg,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
39,D1,17/09/94,Karlsruhe,Munich 1860,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
40,D1,17/09/94,Leverkusen,Dortmund,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
41,D1,17/09/94,Schalke 04,FC Koln,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
42,D1,17/09/94,Stuttgart,Ein Frankfurt,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
43,D1,17/09/94,Uerdingen,Kaiserslautern,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
44,D1,17/09/94,Werder Bremen,M'gladbach,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
45,D1,21/09/94,Munich 1860,Bayern Munich,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
46,D1,23/09/94,Ein Frankfurt,Uerdingen,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
47,D1,23/09/94,FC Koln,Karlsruhe,3.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
48,D1,24/09/94,Dortmund,Stuttgart,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
49,D1,24/09/94,Duisburg,Werder Bremen,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
50,D1,24/09/94,Freiburg,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
51,D1,24/09/94,Hamburg,Dresden,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
52,D1,24/09/94,Kaiserslautern,Schalke 04,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
53,D1,24/09/94,M'gladbach,Bochum,7.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
54,D1,30/09/94,Bochum,Duisburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
55,D1,30/09/94,Dresden,Munich 1860,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
56,D1,01/10/94,Bayern Munich,FC Koln,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
57,D1,01/10/94,Karlsruhe,Kaiserslautern,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
58,D1,01/10/94,Leverkusen,Stuttgart,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
59,D1,01/10/94,Schalke 04,Ein Frankfurt,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
60,D1,01/10/94,Uerdingen,Dortmund,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
61,D1,02/10/94,Freiburg,M'gladbach,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
62,D1,05/10/94,Kaiserslautern,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
63,D1,06/10/94,Werder Bremen,Hamburg,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
64,D1,08/10/94,Dortmund,Schalke 04,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
65,D1,08/10/94,Duisburg,Freiburg,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
66,D1,08/10/94,Ein Frankfurt,Karlsruhe,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
67,D1,08/10/94,FC Koln,Dresden,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
68,D1,08/10/94,Hamburg,Bochum,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
69,D1,08/10/94,M'gladbach,Leverkusen,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
70,D1,08/10/94,Munich 1860,Werder Bremen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
71,D1,08/10/94,Stuttgart,Uerdingen,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
72,D1,15/10/94,Bayern Munich,Ein Frankfurt,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
73,D1,15/10/94,Bochum,Munich 1860,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
74,D1,15/10/94,Dresden,Kaiserslautern,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
75,D1,15/10/94,Freiburg,Hamburg,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
76,D1,15/10/94,Karlsruhe,Dortmund,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
77,D1,15/10/94,Leverkusen,Uerdingen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
78,D1,15/10/94,M'gladbach,Duisburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
79,D1,15/10/94,Schalke 04,Stuttgart,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
80,D1,15/10/94,Werder Bremen,FC Koln,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
81,D1,22/10/94,Dortmund,Bayern Munich,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
82,D1,22/10/94,Duisburg,Leverkusen,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
83,D1,22/10/94,Ein Frankfurt,Dresden,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
84,D1,22/10/94,FC Koln,Bochum,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
85,D1,22/10/94,Hamburg,M'gladbach,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
86,D1,22/10/94,Munich 1860,Freiburg,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
87,D1,22/10/94,Stuttgart,Karlsruhe,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
88,D1,22/10/94,Uerdingen,Schalke 04,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
89,D1,23/10/94,Kaiserslautern,Werder Bremen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
90,D1,28/10/94,Bochum,Kaiserslautern,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
91,D1,29/10/94,Bayern Munich,Stuttgart,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
92,D1,29/10/94,Dresden,Dortmund,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
93,D1,29/10/94,Freiburg,FC Koln,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
94,D1,29/10/94,Karlsruhe,Uerdingen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
95,D1,29/10/94,Leverkusen,Schalke 04,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
96,D1,29/10/94,M'gladbach,Munich 1860,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
97,D1,29/10/94,Werder Bremen,Ein Frankfurt,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
98,D1,30/10/94,Duisburg,Hamburg,0.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
99,D1,04/11/94,Schalke 04,Karlsruhe,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
100,D1,04/11/94,Stuttgart,Dresden,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
101,D1,05/11/94,Ein Frankfurt,Bochum,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
102,D1,05/11/94,FC Koln,M'gladbach,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
103,D1,05/11/94,Hamburg,Leverkusen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
104,D1,05/11/94,Kaiserslautern,Freiburg,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
105,D1,05/11/94,Munich 1860,Duisburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
106,D1,05/11/94,Uerdingen,Bayern Munich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
107,D1,06/11/94,Dortmund,Werder Bremen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
108,D1,11/11/94,Bochum,Dortmund,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
109,D1,11/11/94,M'gladbach,Kaiserslautern,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
110,D1,12/11/94,Bayern Munich,Schalke 04,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
111,D1,12/11/94,Dresden,Uerdingen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
112,D1,12/11/94,Duisburg,FC Koln,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
113,D1,12/11/94,Freiburg,Ein Frankfurt,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
114,D1,12/11/94,Leverkusen,Karlsruhe,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
115,D1,12/11/94,Werder Bremen,Stuttgart,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
116,D1,13/11/94,Hamburg,Munich 1860,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
117,D1,18/11/94,FC Koln,Hamburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
118,D1,18/11/94,Schalke 04,Dresden,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
119,D1,19/11/94,Dortmund,Freiburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
120,D1,19/11/94,Ein Frankfurt,M'gladbach,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
121,D1,19/11/94,Kaiserslautern,Duisburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
122,D1,19/11/94,Karlsruhe,Bayern Munich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
123,D1,19/11/94,Munich 1860,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
124,D1,19/11/94,Stuttgart,Bochum,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
125,D1,19/11/94,Uerdingen,Werder Bremen,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
126,D1,25/11/94,Bochum,Uerdingen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
127,D1,25/11/94,Werder Bremen,Schalke 04,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
128,D1,26/11/94,Bayern Munich,Leverkusen,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
129,D1,26/11/94,Dresden,Karlsruhe,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
130,D1,26/11/94,FC Koln,Munich 1860,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
131,D1,26/11/94,Freiburg,Stuttgart,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
132,D1,26/11/94,Hamburg,Kaiserslautern,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
133,D1,26/11/94,M'gladbach,Dortmund,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
134,D1,27/11/94,Duisburg,Ein Frankfurt,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
135,D1,29/11/94,Bochum,Karlsruhe,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
136,D1,29/11/94,FC Koln,Kaiserslautern,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
137,D1,29/11/94,M'gladbach,Uerdingen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
138,D1,02/12/94,Kaiserslautern,Munich 1860,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
139,D1,03/12/94,Bayern Munich,Dresden,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
140,D1,03/12/94,Dortmund,Duisburg,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
141,D1,03/12/94,Ein Frankfurt,Hamburg,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
142,D1,03/12/94,Karlsruhe,Werder Bremen,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
143,D1,03/12/94,Leverkusen,FC Koln,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
144,D1,03/12/94,Schalke 04,Bochum,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
145,D1,03/12/94,Stuttgart,M'gladbach,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
146,D1,03/12/94,Uerdingen,Freiburg,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
147,D1,10/12/94,Dresden,Leverkusen,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
148,D1,10/12/94,Duisburg,Stuttgart,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
149,D1,10/12/94,Freiburg,Schalke 04,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
150,D1,10/12/94,Hamburg,Dortmund,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
151,D1,10/12/94,Munich 1860,Ein Frankfurt,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
152,D1,10/12/94,Werder Bremen,Bayern Munich,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
153,D1,17/02/95,Duisburg,Uerdingen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
154,D1,17/02/95,FC Koln,Ein Frankfurt,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
155,D1,17/02/95,Freiburg,Karlsruhe,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
156,D1,18/02/95,Bochum,Bayern Munich,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
157,D1,18/02/95,Hamburg,Stuttgart,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
158,D1,18/02/95,Kaiserslautern,Leverkusen,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
159,D1,18/02/95,M'gladbach,Schalke 04,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
160,D1,18/02/95,Munich 1860,Dortmund,1.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
161,D1,18/02/95,Werder Bremen,Dresden,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
162,D1,25/02/95,Bayern Munich,Freiburg,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
163,D1,25/02/95,Dortmund,FC Koln,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
164,D1,25/02/95,Dresden,Bochum,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
165,D1,25/02/95,Ein Frankfurt,Kaiserslautern,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
166,D1,25/02/95,Leverkusen,Werder Bremen,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
167,D1,25/02/95,Schalke 04,Duisburg,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
168,D1,25/02/95,Stuttgart,Munich 1860,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
169,D1,25/02/95,Uerdingen,Hamburg,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
170,D1,26/02/95,Karlsruhe,M'gladbach,2.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
171,D1,04/03/95,Bochum,Werder Bremen,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
172,D1,04/03/95,Duisburg,Karlsruhe,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
173,D1,04/03/95,Ein Frankfurt,Leverkusen,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
174,D1,04/03/95,Freiburg,Dresden,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
175,D1,04/03/95,Hamburg,Schalke 04,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
176,D1,04/03/95,Kaiserslautern,Dortmund,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
177,D1,04/03/95,M'gladbach,Bayern Munich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
178,D1,05/03/95,FC Koln,Stuttgart,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
179,D1,10/03/95,Bayern Munich,Duisburg,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,S_1994_1995
