,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,season
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S_1993_1994
