,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,season
178,D1,02/03/97,Hamburg,Hansa Rostock,1.0,1.0,D,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
179,D1,07/03/97,Bochum,Schalke 04,0.0,1.0,A,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
180,D1,07/03/97,Hansa Rostock,FC Koln,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
181,D1,08/03/97,Duisburg,Bielefeld,0.0,0.0,D,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
182,D1,08/03/97,Freiburg,Dortmund,1.0,2.0,A,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
183,D1,08/03/97,M'gladbach,Werder Bremen,4.0,1.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
184,D1,08/03/97,Munich 1860,Dusseldorf,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
185,D1,08/03/97,St Pauli,Karlsruhe,2.0,4.0,A,2.0,2.0,D,,,,,,,,,,,,S_1996_1997
186,D1,08/03/97,Stuttgart,Hamburg,4.0,1.0,H,3.0,1.0,H,,,,,,,,,,,,S_1996_1997
187,D1,09/03/97,Leverkusen,Bayern Munich,5.0,2.0,H,3.0,0.0,H,,,,,,,,,,,,S_1996_1997
188,D1,11/03/97,FC Koln,Stuttgart,1.0,5.0,A,1.0,2.0,A,,,,,,,,,,,,S_1996_1997
189,D1,11/03/97,Hamburg,M'gladbach,2.0,1.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
190,D1,11/03/97,Karlsruhe,Bochum,2.0,3.0,A,1.0,2.0,A,,,,,,,,,,,,S_1996_1997
191,D1,11/03/97,Schalke 04,Duisburg,4.0,0.0,H,1.0,0.0,H,,,,,,,,,,,,S_1996_1997
192,D1,11/03/97,Werder Bremen,St Pauli,2.0,1.0,H,1.0,1.0,D,,,,,,,,,,,,S_1996_1997
193,D1,12/03/97,Bielefeld,Bayern Munich,2.0,0.0,H,2.0,0.0,H,,,,,,,,,,,,S_1996_1997
194,D1,12/03/97,Dortmund,Hansa Rostock,3.0,0.0,H,0.0,0.0,D,,,,,,,,,,,,S_1996_1997
